Time_s,Speed_kmh,RPM,Gear,Throttle_pct,Brake_pct,Boost_bar,Req_Fuel_pct,Inj_Fuel_pct,Torque_Nm,Power_HP,Engine_Stress_pct,Drivetrain_Stress_pct,Clutch_Stress_pct,Driver_Aggression_pct,Total_Vehicle_Stress_pct
0.03,0.0,749,0,0,0,0.0,15.0,15.0,-1,0,4,0,0,2,2
0.06,0.0,749,0,0,0,0.0,15.8,15.8,0,0,4,0,0,0,1
0.09,0.0,749,0,0,0,0.0,15.6,15.6,0,0,4,0,0,0,1
0.12,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.15,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.18,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.21,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.24,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.27,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.3,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.33,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.36,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.39,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.42,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.45,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.48,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.51,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.54,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.57,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.6,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.63,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.66,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.69,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.72,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.75,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.78,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.81,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.84,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.87,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.9,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.93,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.96,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.99,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.02,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.05,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.08,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.11,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.14,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.17,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.2,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.23,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.26,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.29,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.32,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.35,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.38,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.41,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.44,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.47,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.5,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.53,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.56,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.59,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.62,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.65,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.68,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.71,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.74,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.77,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
