Time_s,Speed_kmh,RPM,Gear,Throttle_pct,Brake_pct,Boost_bar,Req_Fuel_pct,Inj_Fuel_pct,Torque_Nm,Power_HP,Engine_Stress_pct,Drivetrain_Stress_pct,Clutch_Stress_pct,Driver_Aggression_pct,Total_Vehicle_Stress_pct
0.03,0.0,749,0,0,0,0.0,15.0,15.0,-1,0,4,0,0,2,2
0.06,0.0,749,0,0,0,0.0,15.8,15.8,0,0,4,0,0,0,1
0.09,0.0,749,0,0,0,0.0,15.6,15.6,0,0,4,0,0,0,1
0.12,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.15,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.18,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.21,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.24,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.27,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.3,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.33,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.36,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.39,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.42,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.45,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.48,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.51,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.54,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.57,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.6,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.63,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.66,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.69,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.72,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.75,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.78,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.81,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.84,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.87,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.9,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.93,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.96,0.0,749,0,1,0,0.0,15.7,15.7,0,0,4,0,0,0,1
0.99,0.0,749,0,2,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.02,0.0,749,0,4,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.05,0.0,749,0,5,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.08,0.0,749,0,6,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.11,0.0,749,0,8,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.14,0.0,749,0,9,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.17,0.0,749,0,10,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.2,0.0,749,0,12,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.23,0.0,749,0,13,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.26,0.0,750,0,14,0,0.0,16.8,16.8,2,0,4,0,0,0,2
1.29,0.0,754,0,16,0,0.0,18.4,18.4,5,0,5,0,0,0,2
1.32,0.0,759,0,17,0,0.0,20.0,20.0,8,0,5,0,0,0,2
1.35,0.0,766,0,18,0,0.0,21.6,21.6,11,0,5,0,0,0,2
1.38,0.0,776,0,20,0,0.0,23.1,23.1,14,1,6,0,0,0,2
1.41,0.0,787,0,21,0,0.0,24.7,24.7,17,1,6,0,0,0,2
1.44,0.0,800,0,22,0,0.0,26.2,26.2,20,1,7,0,0,1,2
1.47,0.0,816,0,24,0,0.0,27.7,27.7,23,2,7,0,0,1,3
1.5,0.0,833,0,25,0,0.0,29.1,29.1,27,2,7,0,0,1,3
1.53,0.0,852,0,27,0,0.0,30.6,30.6,30,2,8,0,0,1,3
1.56,0.0,873,0,28,0,0.0,32.0,32.0,33,2,8,0,0,1,3
1.59,0.0,897,0,29,0,0.0,33.4,33.4,36,3,9,0,0,1,3
1.62,0.0,922,0,31,0,0.0,34.9,34.9,40,3,9,0,0,1,4
1.65,0.0,950,0,32,0,0.0,36.3,36.3,43,4,10,0,0,1,4
1.68,0.0,980,0,33,0,0.0,37.6,37.6,47,4,10,0,0,1,4
1.71,0.0,1012,0,35,0,0.0,39.0,39.0,50,5,11,0,0,1,4
1.74,0.0,1047,0,36,0,0.0,40.4,40.4,54,5,12,0,0,1,4
1.77,0.0,1083,0,35,0,0.0,41.1,41.1,56,6,12,0,0,0,5
